WhiteName,WhiteNameHash,BlackName,BlackNameHash,WhiteResult,BlackResult,WhiteRank,BlackRank,Date,Round
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1929.??.??,1
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1929.??.??,2
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1929.??.??,3
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1929.??.??,4
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1929.??.??,5
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1929.??.??,6
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1929.??.??,7
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1929.??.??,8
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1929.??.??,9
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1929.??.??,10
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1929.??.??,11
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1929.??.??,12
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.0,1.0,0,0,1929.??.??,13
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1929.??.??,14
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1929.??.??,15
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1929.??.??,16
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1929.??.??,17
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1929.??.??,18
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1929.??.??,19
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1929.??.??,20
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1929.??.??,21
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1929.??.??,22
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1929.??.??,23
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1929.??.??,24
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1929.??.??,25
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,1
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1934.??.??,2
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,3
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1934.??.??,4
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,5
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,6
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,7
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,8
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1934.??.??,9
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.0,1.0,0,0,1934.??.??,10
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1934.??.??,11
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,12
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,13
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,14
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,15
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,1.0,0.0,0,0,1934.??.??,16
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1934.??.??,17
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,18
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1934.??.??,19
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,20
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1934.??.??,21
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,22
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1934.??.??,23
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.0,1.0,0,0,1934.??.??,24
bogoljubow efim,d105008a,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1934.??.??,25
alekhine alexander,e0bf45f4,bogoljubow efim,d105008a,0.5,0.5,0,0,1934.??.??,26
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1935.??.??,1
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,2
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1935.??.??,3
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1935.??.??,4
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,5
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1935.??.??,6
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1935.??.??,7
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,8
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1935.??.??,9
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,10
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,11
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,12
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,13
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,14
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,15
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1935.??.??,16
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,17
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1935.??.??,18
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1935.??.??,19
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,20
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.0,1.0,0,0,1935.??.??,21
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1935.??.??,22
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,23
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1935.??.??,24
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.0,1.0,0,0,1935.??.??,25
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1935.??.??,26
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1935.??.??,27
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1935.??.??,28
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1935.??.??,29
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1935.??.??,30
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1937.??.??,1
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,2
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1937.??.??,3
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1937.??.??,4
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1937.??.??,5
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,6
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1937.??.??,7
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,8
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1937.??.??,9
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,10
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1937.??.??,11
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1937.??.??,12
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1937.??.??,13
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,14
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1937.??.??,15
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1937.??.??,16
euwe max,3ed28258,alekhine alexander,e0bf45f4,1.0,0.0,0,0,1937.??.??,17
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1937.??.??,18
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1937.??.??,19
alekhine alexander,e0bf45f4,euwe max,3ed28258,0.5,0.5,0,0,1937.??.??,20
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1937.??.??,21
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,22
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.5,0.5,0,0,1937.??.??,23
alekhine alexander,e0bf45f4,euwe max,3ed28258,1.0,0.0,0,0,1937.??.??,24
euwe max,3ed28258,alekhine alexander,e0bf45f4,0.0,1.0,0,0,1937.??.??,25
smyslov vassily,342242bf,reshevsky samuel herman,4d28b53d,1.0,0.0,0,0,1948.04.11,11
euwe max,3ed28258,keres paul,c97f7cb1,0.0,1.0,0,0,1948.??.??,1
smyslov vassily,342242bf,reshevsky samuel herman,4d28b53d,0.5,0.5,0,0,1948.??.??,1
keres paul,c97f7cb1,smyslov vassily,342242bf,1.0,0.0,0,0,1948.??.??,2
botvinnik mikhail,f24deea3,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,2
reshevsky samuel herman,4d28b53d,keres paul,c97f7cb1,1.0,0.0,0,0,1948.??.??,3
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1948.??.??,3
euwe max,3ed28258,smyslov vassily,342242bf,0.0,1.0,0,0,1948.??.??,4
botvinnik mikhail,f24deea3,reshevsky samuel herman,4d28b53d,1.0,0.0,0,0,1948.??.??,4
keres paul,c97f7cb1,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1948.??.??,5
reshevsky samuel herman,4d28b53d,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,5
keres paul,c97f7cb1,euwe max,3ed28258,0.5,0.5,0,0,1948.??.??,6
reshevsky samuel herman,4d28b53d,smyslov vassily,342242bf,0.5,0.5,0,0,1948.??.??,6
euwe max,3ed28258,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1948.??.??,7
smyslov vassily,342242bf,keres paul,c97f7cb1,0.0,1.0,0,0,1948.??.??,7
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1948.??.??,8
keres paul,c97f7cb1,reshevsky samuel herman,4d28b53d,0.5,0.5,0,0,1948.??.??,8
reshevsky samuel herman,4d28b53d,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1948.??.??,9
smyslov vassily,342242bf,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,9
botvinnik mikhail,f24deea3,keres paul,c97f7cb1,1.0,0.0,0,0,1948.??.??,10
euwe max,3ed28258,reshevsky samuel herman,4d28b53d,0.5,0.5,0,0,1948.??.??,10
euwe max,3ed28258,keres paul,c97f7cb1,0.0,1.0,0,0,1948.??.??,11
keres paul,c97f7cb1,smyslov vassily,342242bf,0.5,0.5,0,0,1948.??.??,12
botvinnik mikhail,f24deea3,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,12
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1948.??.??,13
reshevsky samuel herman,4d28b53d,keres paul,c97f7cb1,0.0,1.0,0,0,1948.??.??,13
euwe max,3ed28258,smyslov vassily,342242bf,1.0,0.0,0,0,1948.??.??,14
botvinnik mikhail,f24deea3,reshevsky samuel herman,4d28b53d,0.0,1.0,0,0,1948.??.??,14
reshevsky samuel herman,4d28b53d,euwe max,3ed28258,0.5,0.5,0,0,1948.??.??,15
keres paul,c97f7cb1,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1948.??.??,15
reshevsky samuel herman,4d28b53d,smyslov vassily,342242bf,0.5,0.5,0,0,1948.??.??,16
keres paul,c97f7cb1,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,16
euwe max,3ed28258,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1948.??.??,17
smyslov vassily,342242bf,keres paul,c97f7cb1,1.0,0.0,0,0,1948.??.??,17
keres paul,c97f7cb1,reshevsky samuel herman,4d28b53d,0.0,1.0,0,0,1948.??.??,18
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1948.??.??,18
smyslov vassily,342242bf,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,19
reshevsky samuel herman,4d28b53d,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1948.??.??,19
euwe max,3ed28258,reshevsky samuel herman,4d28b53d,0.0,1.0,0,0,1948.??.??,20
botvinnik mikhail,f24deea3,keres paul,c97f7cb1,1.0,0.0,0,0,1948.??.??,20
smyslov vassily,342242bf,reshevsky samuel herman,4d28b53d,0.5,0.5,0,0,1948.??.??,21
euwe max,3ed28258,keres paul,c97f7cb1,0.0,1.0,0,0,1948.??.??,21
keres paul,c97f7cb1,smyslov vassily,342242bf,0.5,0.5,0,0,1948.??.??,22
botvinnik mikhail,f24deea3,euwe max,3ed28258,0.5,0.5,0,0,1948.??.??,22
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1948.??.??,23
reshevsky samuel herman,4d28b53d,keres paul,c97f7cb1,0.5,0.5,0,0,1948.??.??,23
euwe max,3ed28258,smyslov vassily,342242bf,0.0,1.0,0,0,1948.??.??,24
botvinnik mikhail,f24deea3,reshevsky samuel herman,4d28b53d,1.0,0.0,0,0,1948.??.??,24
reshevsky samuel herman,4d28b53d,euwe max,3ed28258,1.0,0.0,0,0,1948.??.??,25
keres paul,c97f7cb1,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1948.??.??,25
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.5,0.5,0,0,1951.??.??,1
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,2
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.5,0.5,0,0,1951.??.??,3
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,4
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.0,1.0,0,0,1951.??.??,5
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1951.??.??,6
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,1.0,0.0,0,0,1951.??.??,7
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,8
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.5,0.5,0,0,1951.??.??,9
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,10
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.0,1.0,0,0,1951.??.??,11
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1951.??.??,12
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.5,0.5,0,0,1951.??.??,13
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,14
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.5,0.5,0,0,1951.??.??,15
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,16
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.0,1.0,0,0,1951.??.??,17
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,18
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,1.0,0.0,0,0,1951.??.??,19
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,20
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,0.0,1.0,0,0,1951.??.??,21
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1951.??.??,22
botvinnik mikhail,f24deea3,bronstein david i,125be3d7,1.0,0.0,0,0,1951.??.??,23
bronstein david i,125be3d7,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1951.??.??,24
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1954.??.??,1
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1954.??.??,2
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1954.??.??,3
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1954.??.??,4
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1954.??.??,5
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1954.??.??,6
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1954.??.??,7
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1954.??.??,8
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1954.??.??,9
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.0,1.0,0,0,1954.??.??,10
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1954.??.??,11
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1954.??.??,12
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1954.??.??,13
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.0,1.0,0,0,1954.??.??,14
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1954.??.??,15
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1954.??.??,16
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1954.??.??,17
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1954.??.??,18
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1954.??.??,19
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.0,1.0,0,0,1954.??.??,20
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1954.??.??,21
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1954.??.??,22
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1954.??.??,23
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1954.??.??,24
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.0,1.0,0,0,1957.??.??,1
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1957.??.??,2
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,3
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1957.??.??,4
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1957.??.??,5
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1957.??.??,6
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,7
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1957.??.??,8
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,9
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1957.??.??,10
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,11
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1957.??.??,12
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1957.??.??,13
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1957.??.??,14
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,15
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1957.??.??,16
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.0,1.0,0,0,1957.??.??,17
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1957.??.??,18
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,19
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1957.??.??,20
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1957.??.??,21
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1957.??.??,22
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1958.??.??,1
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1958.??.??,2
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1958.??.??,3
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1958.??.??,4
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1958.??.??,5
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1958.??.??,6
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1958.??.??,7
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1958.??.??,8
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1958.??.??,9
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1958.??.??,10
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1958.??.??,11
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1958.??.??,12
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1958.??.??,13
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1958.??.??,14
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1958.??.??,15
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1958.??.??,16
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1958.??.??,17
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,1.0,0.0,0,0,1958.??.??,18
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1958.??.??,19
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.5,0.5,0,0,1958.??.??,20
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1958.??.??,21
botvinnik mikhail,f24deea3,smyslov vassily,342242bf,0.0,1.0,0,0,1958.??.??,22
smyslov vassily,342242bf,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1958.??.??,23
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1960.??.??,1
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,2
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1960.??.??,3
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,4
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1960.??.??,5
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.0,1.0,0,0,1960.??.??,6
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1960.??.??,7
botvinnik mikhail,f24deea3,tal mihail,2c981f45,1.0,0.0,0,0,1960.??.??,8
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1960.??.??,9
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,10
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1960.??.??,11
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,12
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1960.??.??,13
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,14
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1960.??.??,15
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,16
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1960.??.??,17
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,18
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1960.??.??,19
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1960.??.??,20
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1960.??.??,21
botvinnik mikhail,f24deea3,tal mihail,2c981f45,1.0,0.0,0,0,1961.??.??,1
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1961.??.??,2
botvinnik mikhail,f24deea3,tal mihail,2c981f45,1.0,0.0,0,0,1961.??.??,3
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1961.??.??,4
botvinnik mikhail,f24deea3,tal mihail,2c981f45,0.5,0.5,0,0,1961.??.??,5
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.5,0.5,0,0,1961.??.??,6
botvinnik mikhail,f24deea3,tal mihail,2c981f45,1.0,0.0,0,0,1961.??.??,7
tal mihail,2c981f45,botvinnik mikhail,f24deea3,1.0,0.0,0,0,1961.??.??,8
botvinnik mikhail,f24deea3,tal mihail,2c981f45,1.0,0.0,0,0,1961.??.??,9
tal mihail,2c981f45,botvinnik mikhail,f24deea3,0.0,1.0,0,0,1961.??.??,10
botvinnik mikhail,f24deea3,tal mihail,2c981f45,1.0,0.0,0,0,1961.??.??,11
